书号	中文名	译名	作者	译者	用户名	评级	日期	helpful vote	标题	内容
28	三国演义	Romance of the Three Kingdoms, Vol. 1	罗贯中	C. H. Brewitt-Taylor	Ineluki	5.0	2017年6月20日 在美国审核	0	Three Kingdoms!	I think this is the third different Three Kingdoms version that I buy on Amazon and I really like it. The novel is awesome! (just check wikipedia for the plot), and the pinyin names help a lot the Dynasty Warriors fans like me.
28	三国演义	Romance of the Three Kingdoms, Vol. 1	罗贯中	C. H. Brewitt-Taylor	Kevin B. Shearer	1.0	2014年8月19日 在美国审核	0	Ugh!	I don't know who is to blame for this unreadable mess, but... DANG!
28	三国演义	Romance of the Three Kingdoms, Vol. 1	罗贯中	C. H. Brewitt-Taylor	Ineluki	5.0	2014年6月11日 在美国审核	2	A classic	One of the four classic books of Chinese literature. An epic journey to an age of heroes, I really enjoyed this book, even if the maps are not the best ones...
28	三国演义	Romance of the Three Kingdoms, Vol. 1	罗贯中	C. H. Brewitt-Taylor	JenP 	1.0	2017年1月28日 在美国审核	1	edition filled with grammatical mistakes and poor translation	Not a review of the book but rather a review of this edition. It is filled with grammatical errors and typos. Awful and unreadable and I'm really disappointed that I both the entire set of the books since they seem so poorly done. I read 5 pages before giving up. Almost unreadable if you care about grammar at all -- there was an error in the first sentence "domains tends to unite."
28	三国演义	Romance of the Three Kingdoms, Vol. 1	罗贯中	C. H. Brewitt-Taylor	C	1.0	2016年5月9日 在美国审核	3	This version is horrible. The translator paraphrases so liberally that it actually ...	This version is horrible. The translator paraphrases so liberally that it actually takes away from the story. Other reviews mentioned that there are tons of grammatical errors and they were correct. These two facts make it a pain to read - not to mention the size of the books - they are heavy and huge - and mine had almost 3" margins along the pages, with text on about 2/3 of each page. This made the book unwieldy. I would say Moss Roberts' version is far superior in every aspect.
28	三国演义	Romance of the Three Kingdoms, Vol. 1	罗贯中	C. H. Brewitt-Taylor	Leanne	5.0	2011年11月23日 在美国审核	0	Simply Wonderful!	The book is a good read for people who wish to learn Chinese history or have some understanding of Chinese history. It's pretty hard. Anyway, both books arrived in excellent condition and on time. Thank you!
28	三国演义	Romance of the Three Kingdoms, Vol. 1	罗贯中	C. H. Brewitt-Taylor	Rae Bell	4.0	2015年6月7日 在美国审核	1	The book is a little dry and hard to read	I just got back from China and was in that area that's why wanted to read the book
28	三国演义	Romance of the Three Kingdoms, Vol. 1	罗贯中	C. H. Brewitt-Taylor	JP_Finn	1.0	2013年8月20日 在美国审核	0	Not the real Brewitt-Taylor translation! (bootlegged fake?)	I ordered the print version of this book (Silk Pagoda, 2008) from my local bookstore, and when it arrived, I noticed after maybe 2 sentences in that it was rife with typos. Maybe a page in, I began to suspect whether it was even edited/proofed by someone fluent in English. Then I went on to Amazon to look for another version of Romance of the Three Kingdoms from a reputable press (Tuttle Classics, 2002) that uses the C.H. Brewitt-Taylor translation, and the text was totally different! I am pretty sure this is some kind of knock-off, rip-off, bootlegged text. I haven't gotten around to getting a better copy and reading the story, which I am sure is excellent (it's a major Chinese classic, after all); but if you're going to read "Romance" in English, get a real translation.
29	红楼梦	A Dream of Red Mansions	曹雪芹	Yang Hsien Yi	Lydia	4.0	2013年3月27日 在美国审核	2	Good book for those studying Chinese literature	There is no denying that Dream of Red Mansions (Hong Lou Meng) is an important piece of Chinese literature. However, I did not really enjoy this book. I found the characters to be frustrating and the pace slow. Although this is the abridged version, it is still extremely long and not an easy read. I can't imagine how long reading the unabridged version would take. Although I did not enjoy reading this book, it is a critical piece of Chinese literature. The book moves slowly through various episodes in Jia Biaoyu and Lin Diayu's life, demonstrating a new type of novel - the "chain-link" novel that could be read by the masses. The book also gives insight to Chinese culture. While not my personal taste, this is a good book for those studying Chinese literature.
29	红楼梦	A Dream of Red Mansions	曹雪芹	Yang Hsien Yi	Amazon Customer	3.0	2020年1月15日 在美国审核	0	classic book	the book was stuck and squeezed too hard into the mailbox, therefore, the cover is kind of scratched and the surface of the paper broke a little bit.  Since it is a gift, I am not quite like it this time.
29	红楼梦	A Dream of Red Mansions	曹雪芹	Yang Hsien Yi	quincy	5.0	2013年3月10日 在美国审核	1	a dream of red mansions	This is a must read for every culture. Beautifully written novel based on Chinese history during the end of the Ching dynasty. Difficult to set down once you pick it up.
29	红楼梦	A Dream of Red Mansions	曹雪芹	Yang Hsien Yi	R. Hafft	5.0	2006年6月29日 在美国审核	6	a beautiful story	"A Dream of Red Mansions" is a wonderful book to read over and over again you will come away with a different feeling every time you read it.
2	红楼梦	A Dream of Red Mansions	曹雪芹	Yang Xianyi	patagoniac57	4.0	2020年3月21日 在美国审核	8	Engrossing story	This translation conveniently comes in a complete set of 4 volumes.  The cost per book is great, at a little over $7 per book vs. the $14 per book for Penguin's 5-volume series. Each volume is quite thick.  The entire series is a little over 2,500 pages, so it'll take a long time to read.  I find the translation to be satisfactory, especially of the poems.  The story is engrossing and keeps me turning page after page.  I often go back to reread beautiful passages.  Occasionally there are some illustrations. There are some areas in which the book could improve. -The multitude of characters and relationships makes it difficult to follow sometimes.  There is a family tree on one page, but the printing is unclear and small.  I had to find a family tree online to consult instead. -The glossary is too brief.  I wish that the notes were in more detail, as sometimes I feel I am missing out a lot of the symbolism and such while reading the book. -Lastly, I wish that the aesthetics of the book matched the beauty of the story more.  It's slightly unfortunate that they just put the title in the Impact font on the spine...
2	红楼梦	A Dream of Red Mansions	曹雪芹	Yang Xianyi	Daetrin	5.0	2020年12月5日 在美国审核	1	Another excellent translation - the best you'll get!	The Foreign Language Press has also translated the other 3 greats of Chinese literature: - Journey to the West - Outlaws of the Marsh - Romance of the Three Kingdoms I have read all of the previous 3 and been favorably impressed in the quality of the translations as well as the comprehensiveness of including the full novel. Other translations I have tried to read had more flowery but less accurate prose, or were abridged. It also helps that they are using modern Romanization guides vs. the old Wade-Giles, which is a must for anyone taking Chinese classes (as the Wade-Giles system has been out of use for decades). If you have never read one of these four classics, then don't look anywhere else and get this version of the books. If you have tried to read these before in a different setting but been unhappy, then give these a go.  This is as good as it gets and you owe is to yourself to re-read them in a correct translation. Yes, the pages can be thin at times but that's a minor annoyance compared to the quality of the translation/text.
2	红楼梦	A Dream of Red Mansions	曹雪芹	Yang Xianyi	Steven Tiedemann	5.0	2020年7月15日 在美国审核	5	Great Novel for what it purports to be	This is long and very detailed and discusses chinese life at a time in history, ,but it takes commitment to read it.  Kind of like War and Peace, sometimes too long and frustrating as you read, but wonderful once you finish
